perfume_id,brand,name,img_url,old_price,new_price,price_THB,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings,,,,,THB,,,Men_typ,Women_typ,Unisex_typ,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,GUCCI,Oud,https://i5.walmartimages.com/asr/44c8eb90-ce4f-4e3c-a467-f4a82e19a227_1.fe8938d71ff9ecb5a35487cbe26d73e5.jpeg,690,380,3450.4,75,EDP,Women,Spicy,"Natural Oud Oil, Patchouli","Bulgarian Rose, Orange Flower",4.2,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,TED LAPIDUS,Rumba,https://m.media-amazon.com/images/I/51o-0NWm7ZL._SX679_.jpg,111,58,526.64,100,EDT,Women,Floral,"Ambergris, Vanilla, Tonka Bean, patchouli, Musk, Sandalwood, Cedar, plum, styrax, Oakmoss","Honey, jasmine, tuberose, carnation, heliotrope, magnolia, gardenia lily of the valley, orchid, marigold, rose",3.3,hadayiq baris,3.8,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,AMOUAGE,Honour,https://plummour.com/wp-content/uploads/2022/01/Amouage-Honour-Perfume-for-women-ddp-100ml-1.jpg,1607,710.95,6455.426,100,EDP,Women,Spicy,"Patchouli, Cedar, Vetiver, Frankincense, Musk, Tonka Bean","Geranium, Elemi, Nutmeg",5,rich&light,3.8,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Britney Spears,Fantasy,https://m.media-amazon.com/images/I/81icCSZ8OzL._SX679_.jpg,189,89.95,816.746,100,EDP,Women,Floral,"Musk, Orris Root, Sensual Woods","Cupcakes, White Chocolate Orchid, Jasmine Petals",5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,GUESS,Guess Pink,https://m.media-amazon.com/images/I/61ciEmu9z3L._AC_SX679_.jpg,105,92.7,841.716,75,EDP,Women,Fruity,"Amber, Oakmoss, Cedar","Peony, Magnolia, Freesia, Peach, Jasmine, Ylang Ylang, Lily Of The Valley",5,the beauty,4.1,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Lancome,Idol,https://cdn.cosmostore.org/cache/front/shop/products/678/2066520/350x350.jpg,739,299,2714.92,50,EDP,Women,Floral,"White Musk, Vanilla","Turkish Rose, Rose De Mai Indian, Jasmine",5,hadayiq baris,3.8,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Dolce & Gabbana,The Only One 2,https://cdn.thebeautrium.com/image-product/B0048780.png,614,137.9,1252.132,100,EDP,Women,Floral,"Tonka Bean, Patchouli, Ambergris, Ambers","Red Rose, Violet, Coffee",4.3,hadayiq baris,3.8,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Lancome,Miracle,https://www.lancome.co.th/dw/image/v2/BFZM_PRD/on/demandware.static/-/Sites-lancome-ng-master-catalog/default/dwf5c5bfd6/images/PACKSHOTS/FRAGRANCE/Miracle/00110-LAC-Parfum-Miracle/Lancome-Fragrance-Miracle-Eau-De-Parfum-100ml.jpg?sw=930&sh=930&sm=cut&sfrm=jpg&q=70,514,242,2197.36,100,EDP,Women,Arabian,"Amber, Musk, Jasmine","Magnolia, Ginger, Mandarin Orange, Pepper, Jasmine",5,Parfume-Stor,4.2,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,CHOPARD,Rose Malaki,"https://objects-prod.cdn.chopard.com/q_auto,f_auto,dpr_2/c_pad,ar_1:1,w_1490,e_sharpen:60/ProductsAssets/Web/95201-0384_02.png",520,189.95,1724.746,80,EDP,Women,Spicy,"Cedar, Patchouli, Vanilla","Rose Absolu, Rose Petal Accord, Smoky Leather",4.3,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Lancome,La Vie Est Belle,https://i5.walmartimages.com/asr/3d994134-2478-495e-b5ea-2244fcf4871c_2.a3c248744c84d72028dbee26ccf6f239.jpeg,465,233.95,2124.266,50,EDP,Women,Floral,"Patchouli, Tonka Bean, Vanilla, Praline","Iris, jasmine, Orange Blossom",5,Grass gulf,3.9,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Givenchy,Dahlia Divin Nude,https://cdn.cosmostore.org/cache/front/shop/products/218/618076/350x350.jpg,549,300,2724,75,EDP,Women,Fresh,"Rose, Vanilla, Ginger","Pine, Cardamom, Lavender, Rosemary",4.5,Beautify,3.6,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,CHLOE,Nomade,https://cdn.thebeautrium.com/image-product/B0060084.png,557,290.1,2634.108,75,EDP,Women,Floral,"Oakmoss, Amber, Patchoulli, Sandalwood, White Musk","Freesia, Jasmine, Rose, Peach",4.6,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Dior,Joy,https://cdn.thebeautrium.com/image-product/B0043260.png,500,360,3268.8,90,EDP,Women,Woody,"Sandalwood, Cedar, Vanilla, Caramel, Musk, Woody","Jasmine, Rose, Muget, Freesia, Cinnamon",4,Golden Perfumesعطر أصلي 100 %,3.6,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Rasasi,Relation,https://m.media-amazon.com/images/I/41yrJSrv60L._SX300_SY300_QL70_FMwebp_.jpg,126,55,499.4,50,EDP,Women,Fresh,"Musk, Vanilla","Bulgarian Rose, Lilac, Jasmine",5,Willow flower,4.3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,ESCADA,Magnetism,https://m.media-amazon.com/images/I/71X45gSTqWL._SX522_.jpg,395,138.95,1261.666,75,EDP,Women,Arabian,"Sandalwood, Amber, Patchouli, Musk, Benzoin, Caramel, Vetiver, Vanilla","Magnolia, Iris, Green Leaves, Freesia, Basil, Jasmine, Caraway, Heliotrope, Lily-of-the-valley, Rose, Almond Blossom",5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,DORALL COLLECTION,Eventful,https://i.ebayimg.com/images/g/XlYAAOSw7W5XOKZ5/s-l1600.webp,29,8.3,75.364,100,EDT,Women,Woody,Musk,"Rose, Ylang - Ylang",4.5,B.A.G,3.7,14.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Paris Hilton,Fairy Dust,https://m.media-amazon.com/images/I/51XSmYI41oL._SX300_SY300_QL70_FMwebp_.jpg,94,94,853.52,100,EDP,Women,Floral,"Vanilla, Musk, Pacsuli","Peach,gardenia,lotus",3.7,fajr-perfume,3.8,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PRIVE,Windsor,https://laurenjayparis.co.uk/cdn/shop/files/WINDSORBLOOM2_1024x1024.webp?v=1713793343,39,29.95,271.946,100,EDP,Women,Fruity,"Vanilla, Blackberry, Amber","Jasmine, Magnalio, Orange Bloosm",3,VIP.PARFUME,4.1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,NARCISO RODRIGUEZ,Narciso,https://cdn.cosmostore.org/cache/front/shop/products/481/1444490/350x350.jpg,591,284.95,2587.346,90,EDP,Women,Floral,"Vetiver, Cedar Extract, Cedar","Musk, Gardenia, White Rose",5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Yves Saint Laurent,Cinema,https://m.media-amazon.com/images/I/5124uJz6SHL._SX300_SY300_QL70_FMwebp_.jpg,348,192.5,1747.9,90,EDP,Women,Floral,"Vanilla, Amber, Benzoin, White Musk","Jasmine, Peony, Amaryllis",2,Parfume-Stor,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Jacomo,Silences,https://m.media-amazon.com/images/I/51b-y2LKSkL._AC_SX679_.jpg,158,143.95,1307.066,100,EDP,Women,Floral,"Woody,Musk","Danmask Rose,iris,narcissus",5,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,GUESS,Marciano,https://www.perfumesthailand.com/image/cache/data/1/guess-by-marciano-women-500x500.jpg,108.95,108.95,989.266,100,EDP,Women,Floral,"Vanilla, Musk, Woody","Floral Rhythm Of Peony, Pink Honeysuckle, Intensively Clean, Sweet Jasmine",5,Luxury,4.1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Alina Corel,Nice Girl,https://m.media-amazon.com/images/I/51lcK7iPPoS.__AC_SX300_SY300_QL70_ML2_.jpg,72,28.45,258.326,90,EDP,Women,Fruity,"Amber, Vanilla, Musk","Jasmine, Tuberose",4,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Ajmal,Rain Drops,https://cdn.thebeautrium.com/image-product/B0071399.png,234,49.9,453.092,50,EDP,Women,Floral,"Amber, Woody",Animalistic Floral,5,Dary.Dar,3.9,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,CHANEL,Allure Sensuelle,https://i0.wp.com/perfumescentsation.com/wp-content/uploads/2023/10/CHANEL-ALLURE-SENSUELLE-PERFUME-EDP-100ML.jpg?w=600&ssl=1,681,480.6,4363.848,100,EDP,Women,Arabian,"Amber, Patchouli, Vanilla, Musk","Jasmine, Rose, Iris, Candied Fruits, Vetiver",5,hadayiq baris,3.8,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Jean Paul GAULTIER,Scandal,"https://img.kingpowerclick.com/cdn-cgi/image/format=auto/kingpower-com/image/upload/w_640,h_640/v1569473530/prod/740538-L1_1569473539133.jpg",622,350,3178,80,EDP,Women,Floral,"Sandalwood, Caramel, Beeswax, Patchouli","Honey, Peach, Orange Blossom, Jasmine, Gardenia",5,Faces,3.9,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,HUGO BOSS,Deep Red,https://plummour.com/wp-content/uploads/2021/07/Hugo-Deep-Red-1.jpg,394,179.8,1632.584,90,EDP,Women,Oriental,"Sandalwood, Cedar, Vanilla, Musk","Freesia, Ginger, Ginger Flower, Hibiscus Seed, Freesia, Tuberose",3,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Calvin Klein,Escape,https://plummour.com/wp-content/uploads/2021/06/Escape-Perfume-1.jpg,184,94.95,862.146,100,EDP,Women,Oriental,"Vanilla, Musk, Cedar, Sandalwood, Oakmoss, Amber, Vetiver","Carnation, Rose, Peach, Lily of the Valley, Jasmine, Cloves",5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Genie,1029 Collection,https://m.media-amazon.com/images/I/61Sv6wiJheL.__AC_SY300_SX300_QL70_ML2_.jpg,43,17.8,161.624,40,EDP,Women,Fruity,"Amber, Musk, Mahogany","Magnolia, Lotus, Peony",4.8,Parisian Store,3.9,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Lancome,La Vie Est Belle,https://i5.walmartimages.com/asr/3d994134-2478-495e-b5ea-2244fcf4871c_2.a3c248744c84d72028dbee26ccf6f239.jpeg,560,217,1970.36,75,EDP,Women,Vanilla,"Patchouli, Praline, Tonka Bean, Vanilla","Iris, Jasmine, Orange Tree Blossom",4.4,Al-Najm,3.7,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,ANGEL SCHLESSER,Essential,https://parfum.kh.ua/image/cache/catalog/product/angel-schlesser-essential-parfyumirovannaya-voda-30-ml-350x470.jpg,219,83.7,759.996,50,EDP,Women,Clean,"Sandalwood, Musk, Vetiver, Cedar","Peony, Violet, Freesia, Bulgarian Rose",4.3,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Roberto Cavalli,cavalli,https://image.makewebcdn.com/makeweb/m_1920x0/2q1fSqVKm/1product/0538.jpg?v=202405291424,110,110,998.8,75,EDP,Women,Arabian,"Benzoin, Tonka Bean, Vanilla",African Orange Flower,5,hadayiq baris,3.8,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Fendi,Furiosa,https://m.media-amazon.com/images/I/61fGmwUpmRL._SL1500_.jpg,550,184.5,1675.26,100,EDP,Women,Floral,"Incense, Gaïac Wood, Amber","Jasmine Absolute, Violaciocca Flower, Gardenia",4.2,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,jennifer lopez,Live,https://m.media-amazon.com/images/I/81kbtY31UNL._SX679_.jpg,275,99.35,902.098,100,EDP,Women,Fruity,"Caramel, Sandalwood, Tonka Bean, Vanilla","Peony, Red Currant Blossom, Violet",4.5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,AVON,Rare Pearls,https://images.app.goo.gl/44go2qrLW67hY3hL8,70.5,70.5,640.14,50,EDP,Women,Floral,"Musk, Sandalwood, Patchouli","Plum, Honey, Pepper, Pearlescent Flower Accord (magnolia, Broom Flower)",3,top langri,3.7,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,ROCHAS,Secret De Rochas,https://images.app.goo.gl/gRN518e49hU7ZHGR6,145,67,608.36,100,EDP,Women,Fruity,"Oakmoss, Sandalwood, Civet, Cedar, Musk, Orris, Tonka Bean","Osmanthus, Jasmine",3,KOZMA,4.4,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,jennifer lopez,Live Luxe,https://www.beauticool.com/product_images/61100b1d1581c.jpg,168,95,862.6,100,EDP,Women,Fresh,Musk,"muguet petals, exotic amethyst freesia",5,neo lek,3.5,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Guerlain,Mon Florale,https://images.app.goo.gl/ogigjKZ5CcpjGWyN8,635,319,2896.52,100,EDP,Women,Floral,"Vanilla, Iris, Sandalwood","Floral Notes, Peony, Jasmine Sambac, Ylang-Ylang, Neroli, Peach, Lily-of-the-valley",4.8,Faces,3.9,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PRADA,Milano Infusion D'iris,https://images.app.goo.gl/cuuLKf64437pA3Fw7,500,338,3069.04,100,EDP,Women,Woody,"Incense, Benzoin","Iris, Cedar, Vetiver",5,Shopping life,4.2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,Michael Kors,kors,https://images.app.goo.gl/sGSysxgeB6jWxVtc8,419,273,2478.84,100,EDP,Women,Floral,"Musk, Cashmere Wood, Vetiver","Tuberose, Iris, Peony, Orris Root, Arum Lily",5,Beautiful Live,4.2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Ajmal,Teenz,https://images.app.goo.gl/bP3QXsQge7qJdFW89,134,74.85,679.638,50,EDP,Women,Floral,"Floral, Fruity, Musk","Fruity, Musky",4.5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,TED LAPIDUS,Creation,https://images.app.goo.gl/LTQWDNwfvxwjnLQv5,162,162,1470.96,100,EDT,Women,Fruity,"Amber, Musk, Sandalwood, veti","Gardenia, Jasmine, Tuberose, Daffodil, Rose, Ylang-ylang",4.3,KAYA,4.3,4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,BVLGARI,Goldea,https://images.app.goo.gl/JFdevcgGzPeqYT6k9,615,200,1816,90,EDP,Women,Arabian,"Musk,Amber,Patchouli,Papyrus","Ylang-Ylang, Jasmine, Musk",4.5,Beuatyone1,3.9,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Revlon,Charlie Blue,https://images.app.goo.gl/rHtPyCPSgjNAF2do9,44,34,308.72,100,EDT,Women,Woody,"Sandalwood, Oakmoss","Jasmine, Muguet, Rose, Ylang-Ylang",4.2,Attractive perfume,3.5,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,GUCCI,Premiere,https://images.app.goo.gl/wMC6rb23MzuXenUR9,570,292.95,2659.986,75,EDP,Women,Floral,"Patchouli, Sandalwood","Orange Blossom, Musk",2,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,GIORGIO ARMANI,Si,https://images.app.goo.gl/pNcsxxMDni4rVXbH9,620,232.9,2114.732,100,EDP,Women,Floral,"Patchouli, Woody, Amber, Orcanox, Vanilla","Rose de Mai, Neroli, Egyptian Jasmine, Freesia",5,Number One,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,AIGNER,Debut Night,https://images.app.goo.gl/7AD2N1gQ2yvJoGEM8,433,172.8,1569.024,100,EDP,Women,Floral,"Cedar , Vanilla , Raspberry","Orange Blossom , Rose, Water Lily",5,Lolita Shop,4.3,4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,BVLGARI,Omnia Crystalline,https://images.app.goo.gl/rxgo6mnbdidXxy6t7,504,279,2533.32,65,EDT,Women,Woody,"Sandalwood, Benzoin, Musk","Lotus Flower, Orris Concrete, Heliotrope",5,KAYA,4.3,4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Calvin Klein,Reveal,https://images.app.goo.gl/xkdEA8hF8YCdnDHSA,427,169,1534.52,100,EDP,Women,Floral,"Vetiver, Sandalwood, Cashmere Wood, Musk","Powdery Iris, Ambergris",4.4,Faces,3.6,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,GUCCI,Bloom Nettare Di Fiori,https://images.app.goo.gl/ZRgwLPDmABcxzZ6H8,516,318.8,2894.704,100,EDP,Women,Floral,"Patchouli, Musk, Osmanthus","Tuberose,Honeysuckle,Jasmine",5,perfumes--addresses,4.4,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,HUGO BOSS,Femme,"https://static.beautytocare.com/cdn-cgi/image/width=1600,height=1600,f=auto/media/catalog/product//h/u/hugo-boss-boss-femme-eau-de-parfum-75ml.jpg",415,139.35,1265.298,75,EDP,Women,Floral,"Apricot, Amber, Lemon Tree","Lily, Jasmine, Bulgarian Rose",4.8,Lolita Shop,3.7,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Britney Spears,Fantasy,https://images.app.goo.gl/cigSQdpefTfpWh396,314,99,898.92,100,EDP,Women,Floral,"Musk, Orris Root, Sensual Woods","Cupcake, Jasmine, White Chocolate Orchid",4.5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,ELIE SAAB,Royal,https://images.app.goo.gl/GN2BiJ2HkUkRpUz37,711,239.75,2176.93,90,EDP,Women,Floral,"Patchouli, Sandalwood, Amber, Vanilla","Turkish Rose Absolute, Bulgarian Rose Absolute, Lebanese Neroli",5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,GIORGIO ARMANI,Si Fiori,https://www.jeban.com/uploads/reviews/product/94778/517629_bd57ce2220.jpg,855,323.05,2933.294,100,EDP,Women,Floral,"Vanilla, White Musk","Neroli, Rose",5,Number One,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Kenzo,Jeu D'Amour L'elixir,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2Oxbd1e3MULyv3umRSPTTEB5ZUqH-S8WwTOoauZqNGz19RRN_WJ-Ubsw&s=10,447,195.45,1774.686,75,EDP,Women,Fruity,"Caramel, Patchouli, Rum, Sandalwood, Vanilla","Jasmine, Tuberose",4.6,Star.perfume,3.9,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,Fendi,Furiosa,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRXCQXjTbxL8k5FljsscpViMzKPFUoIvxWZFDiglwrpgugBqXkdEwXs0bg&s=10,207,101.85,924.798,50,EDP,Women,Floral,"Amber, Incense, Guaiac Wood","Jasmine, Violaciocca Flower, Gardenia",4.6,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,Givenchy,L'Interdit,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRP5bux1N23JdL5j9K8N6k9Lg64sRa8tu7bNkdjnvghjttGkrfGWL29NC8&s=10,446,228,2070.24,50,EDP,Women,Floral,"Vetiver, Patchouli, Ambroxan, Vanilla","Orange Blossom, Jasmine, Tuberose",5,Brand Land,43,4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,Estee Lauder,White Linen,https://m.esteelauder.co.th/media/export/cms/products/308x424/el_sku_771201_308x424_0.jpg,214,214,1943.12,60,EDP,Women,Arabian,"Vetiver, Sandalwood, Amber, Benzoin, Tonka Bean, Honey, Oakmoss","Carnation, Iris, Jasmine, Hyacinth, Ylang-Ylang, Rose, Lily-of-the-valley, Violet, Lilac, Orchid, Orris",5,Precious Store,4.1,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PACO RABANNE,Ultraviolet,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRC3GGnqd_-vO6xQEfRyGM3p8UfehUDVkuDhLyRf3GpFKuXV391T3mpE9o&s=10,281,148.65,1349.742,80,EDP,Women,Floral,"Vanilla, Orchid, Ambergris","Chinese Osmanthus, Indian Sambac Jasmine",4.8,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,BURBERRY,Brit Sheer,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRKHZFA3YbaVE-lvkzbgiQaNt77ubFFEFs_eOLTM_f2nBa2uO0ZBFSrzPE&s=10,232,123.95,1125.466,100,EDT,Women,Fruity,"White Musk, Woody","Pink Peony, Peach Blossom, Nashi, Floral Accent",4.8,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,ELIE SAAB,Girl Of Now,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRlBIsdRYfu0mh_7fV2GdeH3prsO7RxceuQiLehC-3ycB8FbmFmg2vAzUI&s=10,583,264.9,2405.292,90,EDP,Women,Floral,"Patchouli, Cashmeran, Tonka Bean, Almond Milk","Range Blossom, Magnolia, Almond",4,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,DORALL COLLECTION,Eternally Hot,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKviPmcumMmYR1SIRctru-qki_Kzs4ognBxSxdKJoWeE40ODi4kmla71bb&s=10,29,8,72.64,100,EDT,Women,Woody,"Vanilla, Musk","Gardenia, Jasmine",4.5,B.A.G,4.2,14.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,BOUCHERON,Place Vendome,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-_7Fw8Xg4zet4mIKWlLnNrTiifENrPXWN8jV5ypLgso_gB0QEq9T5MgZ0&s=10,187,187,1697.96,100,EDP,Women,Floral,"Cedar, White Musk","Iris, Rose, Jasmine",4.5,the beauty,4.1,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,CHANEL,Gabrielle,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSV3E29WxuMBY94HZ5j_Gq9zHZK9NCoVCOt6tgUzQKWh93VDobq3jFEyQE&s=10,1126,459,4167.72,100,EDP,Women,Floral,"Sandalwood, Musk","Tuberose, Ylang-ylang, Jasmine, Orange blossom",3.7,Al-Najm,3.7,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,HUGO BOSS,Ma Vie,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmUFUhuP4BspKPHevrVbGwEv0RF9LnfjEHfzFyj-S-gGei4ZaB34Bq5CQ&s=10,185,125,1135,75,EDP,Women,Floral,"Cedar, Woody","Pink Freesia, Jasmine, Rose",5,Rose Gallary,4.2,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Roberto Cavalli,Paradisio Azzuro,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUQJd8hFSs7SSUQG0qSefvX6xjLmsprKwtqMczKomEheW6EoSYPOVoYoOt&s=10,499,168,1525.44,75,EDP,Women,Floral,"Amber, Cashmere Wood, Cypress, Sandalwood, Vanilla","Apple, Jasmine, Peach, Rose, Tuberose, Water Notes",4.8,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,Guerlain,Mon Bloom Of Rose,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVxge_6IbhlQ_jHmOlgi89ANfA3eoz5Lm8BRNPc2ek8WvrqWMkU_u6dG20&s=10,586,272,2469.76,100,EDT,Women,Floral,"Neroli, Rose",Sambac Jasmine,4,Faces,3.9,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,TESORI D´ORIENTE,Orchidea della Cina,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_p2I59p4Mj49tPcXoek-ykDuu8plHTTF-K3bxKnaT4YPBSwjvX39Wau8&s=10,60,38.95,353.666,100,EDT,Women,Floral,"Myrrh,Praline,Musk,Vanilla,Sandalwood","Orange Blossom,Tiare Flower,Jasmine,Orchid",4.3,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,S.T.Dupont,Passenger,https://lajolieperfumes.com/wp-content/uploads/2021/10/st-dupont-passenger-w-edp-100ml-2.jpg,310,106.15,963.842,100,EDP,Women,Fruity,"Iris, Vanilla, White Musk, Sandalwood","Cyclamen, Rose, Gardenia, White Peach",4.9,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,BURBERRY,Body,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAARfnPhP6sszWFrl2WfxBDIXHWyV5ul8kxjfLQMvPcNx_mO9BGEyz_sU&s=10,283,142,1289.36,85,EDP,Women,Woody,"Cashmere Wood, Musk, Amber, Vanilla","Iris, Rose, Sandalwood",5,King-Perfume,4.2,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
